"key","message","comment","context"
"AT","HT",,
"Access type","Type d'accès",,
"Activate notification","Activer la notification",,
"Add","Ajouter",,
"Additional fields","Champs additionnels",,
"Address","Adresse",,
"Address in directory","Adresse dans l'annuaire",,
"Address not specified","Adresse non spécifiée",,
"Admin","Administrateur",,
"Advance payment percentage","Pourcentage d'acompte",,
"All new post and new comments","Tous les nouveaux posts et commentaires",,
"All new post and new comments on my post","Tous les nouveaux posts et commentaires sur mon post",,
"All participants","Tous les participants",,
"All tickets","Tous les tickets",,
"Allow all partners that have access to the app","Autoriser tous les partenaires ayant accès à l'application",,
"Allow custom note","Autoriser une note personnalisée",,
"Allow guests to register to events","Autoriser les invités à s'inscrire aux événements",,
"Allow online payment for ecommerce","Autoriser le paiement en ligne pour l'e-commerce",,
"Allow online payment for invoices","Autoriser le paiement en ligne pour les factures",,
"Allow partner creation with SSO","Autoriser la création d'un utilisateur avec SSO",,
"Allow registration ?","Autoriser l'inscription ?",,
"Allow to buy and don't show message ""out of stock""","Autoriser l'achat et ne pas afficher le message ""rupture de stock""",,
"Allow to buy and show message to alert buyer","Autoriser l'achat et afficher un message d'alerte",,
"Allow wiki edits","Autoriser les modifications du wiki",,
"Always subscribe","Toujours s'abonner",,
"Angry","En colère",,
"App","Application",,
"App goovee portal","Application portail Goovee",,
"App mattermost","Application Mattermost",,
"App permissions","Permissions de l'application",,
"App project","Projet d'application",,
"App to use to check access to chat for contacts","Application pour vérifier l'accès au chat pour les contacts",,
"Apply to children","Appliquer aux enfants",,
"Apps","Applications",,
"Are you sure?","Êtes-vous sûr ?",,
"Attachment list","Liste des pièces jointes",,
"Attended","Présent",,
"Author","Auteur",,
"Available for guest user","Disponible pour les utilisateurs invités",,
"Available on portal","Disponible sur le portail",,
"Back to draft","Retour au brouillon",,
"Back-end","Back-end",,
"Background","Arrière-plan",,
"Background image","Image d'arrière-plan",,
"Block","Bloc",,
"Body","Corps",,
"Brand","Marque",,
"Brands","Marques",,
"Business project","Projet commercial",,
"Button label","Libellé du bouton",,
"By A-Z","Par ordre A-Z",,
"By Z-A","Par ordre Z-A",,
"By feature","Par fonctionnalité",,
"By less expensive","Par moins cher",,
"By most expensive","Par plus cher",,
"By newst","Par plus récent",,
"CMS app","Application CMS",,
"CMS component","Composant CMS",,
"CMS components","Composants CMS",,
"CMS content","Contenu CMS",,
"CMS content line","Ligne de contenu CMS",,
"CMS content lines","Lignes de contenu CMS",,
"CMS contents","Contenus CMS",,
"CMS main website","Site web principal CMS",,
"CMS main websites","Sites web principaux CMS",,
"CMS menu","Menu CMS",,
"CMS menu line","Ligne de menu CMS",,
"CMS menu lines","Lignes de menu CMS",,
"CMS menus","Menus CMS",,
"CMS page","Page CMS",,
"CMS pages","Pages CMS",,
"CMS site","Site CMS",,
"CMS site language","Langue du site CMS",,
"CMS site languages","Langues du site CMS",,
"CMS sites","Sites CMS",,
"Can pay invoice?","Peut payer la facture ?",,
"Can upload","Peut téléverser",,
"Can write","Peut écrire",,
"Cancel","Annuler",,
"Cancelled task status","Statut de tâche annulée",,
"Carousel","Carrousel",,
"Carousel list","Liste de carrousels",,
"Carousels","Carrousels",,
"Categories","Catégories",,
"Category","Catégorie",,
"Checkbox","Case à cocher",,
"Child mail message list","Liste des messages enfants",,
"Children","Enfants",,
"Code","Code",,
"Color","Couleur",,
"Comment","Commentaire",,
"Comments","Commentaires",,
"Comments user","Utilisateur des commentaires",,
"Company","Société",,
"Company name","Nom de la société",,
"Company not found","Société introuvable",,
"Company/Address","Société/Adresse",,
"Company/Address mandatory","Société/Adresse obligatoire",,
"Component","Composant",,
"Components","Composants",,
"Conditions","Conditions",,
"Configuration","Configuration",,
"Confirm order","Confirmer la commande",,
"Contact","Contact",,
"Contact app permission","Permission d'application du contact",,
"Contact app permissions","Permissions d'application du contact",,
"Contact details","Coordonnées du contact",,
"Contact infos","Informations du contact",,
"Contact workspace config","Configuration de l'espace de travail du contact",,
"Contact workspace configs","Configurations de l'espace de travail du contact",,
"Content","Contenu",,
"Content lines","Lignes de contenu",,
"Contents","Contenus",,
"Continue selling out of stock","Continuer à vendre en rupture de stock",,
"Country","Pays",,
"Created by contact","Créé par le contact",,
"Created from","Créé à partir de",,
"Created tickets","Tickets créés",,
"Css","CSS",,
"Custom field","Champ personnalisé",,
"Customer chat","Chat client",,
"Customer comment","Commentaire client",,
"Customer delivery","Livraison client",,
"Customer is missing","Client manquant",,
"DMS file","Fichier DMS",,
"Default Partner Configuration","Configuration partenaire par défaut",,
"Default guest workspace","Espace de travail invité par défaut",,
"Default invoicing address","Adresse de facturation par défaut",,
"Default partner workspace","Espace de travail partenaire par défaut",,
"Default payment condition for registration invoice","Condition de paiement par défaut pour la facture d'inscription",,
"Default payment mode for registration invoice","Mode de paiement par défaut pour la facture d'inscription",,
"Default product for registration invoice","Produit par défaut pour la facture d'inscription",,
"Default theme","Thème par défaut",,
"Default website","Site web par défaut",,
"Default workspace","Espace de travail par défaut",,
"Default workspace after login","Espace de travail par défaut après connexion",,
"Dependencies","Dépendances",,
"Description","Description",,
"Directory","Annuaire",,
"Directory company description","Description de la société dans l'annuaire",,
"Directory hero bg image","Image d'arrière-plan du héros de l'annuaire",,
"Directory hero description","Description du héros de l'annuaire",,
"Directory hero details","Détails du héros de l'annuaire",,
"Directory hero overlay color select","Sélection de la couleur de superposition du héros de l'annuaire",,
"Directory hero title","Titre du héros de l'annuaire",,
"Dislike","Je n'aime pas",,
"Display 2 prices : with and without taxes ?","Afficher 2 prix : avec et sans taxes ?",,
"Display as select or checkbox","Afficher comme sélection ou case à cocher",,
"Display assignment button","Afficher le bouton d'assignation",,
"Display cancel ticket button","Afficher le bouton d'annulation de ticket",,
"Display child ticket","Afficher le ticket enfant",,
"Display close ticket button","Afficher le bouton de fermeture de ticket",,
"Display events","Afficher les événements",,
"Display financial data","Afficher les données financières",,
"Display homepage","Afficher la page d'accueil",,
"Display messages","Afficher les messages",,
"Display news","Afficher les actualités",,
"Display parent ticket","Afficher le ticket parent",,
"Display prices","Afficher les prix",,
"Display related ticket","Afficher le ticket lié",,
"Display resources","Afficher les ressources",,
"Document","Document",,
"Don't allow to buy and hide product","Ne pas autoriser l'achat et masquer le produit",,
"Don't allow to buy and show ""out of stock""","Ne pas autoriser l'achat et afficher ""rupture de stock""",,
"Draft","Brouillon",,
"E signature","Signature électronique",,
"Edit","Modifier",,
"Edit a note","Modifier une note",,
"Edit attached file","Modifier le fichier joint",,
"Email","E-mail",,
"Email address","Adresse e-mail",,
"Email in directory","E-mail dans l'annuaire",,
"Email template","Modèle d'e-mail",,
"Enable comment","Activer les commentaires",,
"Enable event comment","Activer les commentaires d'événement",,
"Enable news comment","Activer les commentaires d'actualités",,
"Enable recommended news","Activer les actualités recommandées",,
"Enable social media sharing","Activer le partage sur les réseaux sociaux",,
"Event","Événement",,
"Event all day","Événement toute la journée",,
"Event allow multiple registrations","Événement autorisant plusieurs inscriptions",,
"Event allow registration","Événement autorisant l'inscription",,
"Event app","Application Événement",,
"Event categories","Catégories d'événement",,
"Event category","Catégorie d'événement",,
"Event description","Description de l'événement",,
